iter	Passed	Remaining
143	574	3417
144	578	3413
145	582	3407
146	586	3401
147	589	3396
148	594	3393
149	598	3389
150	602	3385
151	605	3379
152	609	3374
153	613	3369
154	617	3364
155	620	3357
156	624	3351
157	628	3346
158	631	3342
159	636	3340
160	640	3335
161	644	3335
162	648	3330
163	652	3325
164	656	3323
165	662	3327
166	665	3321
167	669	3315
168	673	3312
169	677	3306
170	680	3301
171	684	3296
172	689	3296
173	693	3293
174	697	3287
175	701	3283
176	705	3279
177	709	3274
178	713	3270
179	716	3265
180	720	3261
181	724	3255
182	728	3251
183	732	3246
184	736	3244
185	740	3238
186	743	3232
187	747	3227
188	751	3223
189	755	3219
190	759	3214
191	763	3211
192	767	3210
193	771	3207
194	775	3202
195	780	3199
196	784	3196
197	787	3189
198	791	3185
199	795	3181
200	799	3179
201	804	3177
202	808	3175
203	812	3171
204	817	3168
205	821	3165
206	825	3164
207	830	3161
208	834	3159
209	838	3155
210	842	3151
211	846	3147
212	850	3142
213	855	3141
214	859	3137
215	863	3133
216	867	3129
217	870	3123
218	874	3119
219	878	3114
220	882	3109
221	886	3104
222	889	3099
223	893	3095
224	897	3092
225	901	3087
226	905	3082
227	908	3076
228	913	3073
229	916	3068
230	920	3063
231	924	3059
232	928	3055
233	931	3049
234	935	3044
235	938	3039
236	942	3035
237	946	3031
238	950	3025
239	954	3021
240	958	3017
241	962	3015
242	966	3010
243	969	3005
244	973	3001
245	977	2996
246	981	2991
247	985	2987
248	988	2982
249	992	2978
250	996	2973
251	1000	2968
252	1003	2964
253	1007	2959
254	1011	2955
255	1015	2950
256	1019	2946
257	1022	2942
258	1026	2937
259	1030	2932
260	1034	2927
261	1037	2923
262	1041	2917
263	1044	2913
264	1048	2908
265	1052	2903
266	1056	2899
267	1059	2894
268	1063	2890
269	1067	2886
270	1071	2881
271	1074	2876
272	1078	2872
273	1082	2867
274	1086	2863
275	1089	2858
276	1093	2853
277	1097	2849
278	1100	2844
279	1104	2841
280	1108	2836
281	1112	2831
282	1115	2826
283	1119	2821
284	1123	2817
285	1126	2813
286	1130	2808
287	1134	2803
288	1137	2799
289	1141	2795
290	1145	2790
291	1149	2786
292	1153	2782
293	1156	2777
294	1160	2772
295	1163	2768
296	1168	2764
297	1171	2760
298	1175	2755
299	1179	2751
300	1183	2747
301	1186	2743
302	1190	2738
303	1193	2733
304	1198	2730
305	1201	2725
306	1205	2720
307	1209	2716
308	1212	2712
309	1216	2708
310	1220	2704
311	1224	2699
312	1228	2697
313	1233	2693
314	1236	2689
315	1240	2684
316	1244	2680
317	1248	2676
318	1251	2672
319	1255	2668
320	1259	2663
321	1262	2659
322	1266	2654
323	1270	2650
324	1274	2647
325	1278	2643
326	1281	2638
327	1285	2634
328	1289	2629
329	1293	2625
330	1297	2622
331	1301	2619
332	1305	2615
333	1309	2611
334	1314	2608
335	1318	2604
336	1322	2600
337	1325	2596
338	1330	2593
339	1334	2590
340	1338	2586
341	1342	2582
342	1346	2578
343	1350	2575
344	1354	2571
345	1359	2569
346	1364	2567
347	1368	2563
348	1371	2558
349	1375	2554
350	1379	2551
351	1383	2547
352	1387	2543
353	1392	2541
354	1396	2537
355	1400	2533
356	1404	2529
357	1408	2525
358	1411	2520
359	1415	2516
360	1419	2513
361	1423	2509
362	1427	2505
363	1431	2501
364	1435	2497
365	1439	2493
366	1443	2489
367	1446	2484
368	1450	2480
369	1455	2477
370	1458	2473
371	1462	2469
372	1467	2466
373	1471	2462
374	1475	2458
375	1479	2455
376	1482	2450
377	1486	2446
378	1490	2441
379	1494	2438
380	1497	2432
381	1501	2428
382	1504	2423
383	1508	2419
384	1512	2415
385	1515	2410
386	1519	2406
387	1523	2402
388	1527	2398
389	1530	2394
390	1534	2390
391	1538	2386
392	1541	2381
393	1545	2376
394	1549	2372
395	1552	2368
396	1556	2364
397	1560	2360
398	1564	2355
399	1568	2352
400	1571	2347
401	1575	2343
402	1579	2339
403	1582	2335
404	1586	2330
405	1589	2325
406	1593	2321
407	1597	2317
408	1601	2313
409	1604	2308
410	1608	2304
411	1611	2300
412	1615	2296
413	1619	2292
414	1622	2287
415	1626	2283
416	1631	2280
417	1635	2276
418	1639	2272
419	1642	2268
420	1646	2264
421	1650	2260
422	1653	2256
423	1657	2251
424	1661	2248
425	1665	2244
426	1669	2239
427	1672	2235
428	1676	2231
429	1680	2227
430	1684	2223
431	1687	2218
432	1691	2215
433	1695	2210
434	1698	2206
435	1702	2202
436	1706	2198
437	1710	2194
438	1714	2191
439	1718	2186
440	1722	2183
441	1726	2179
442	1729	2174
443	1733	2170
444	1737	2166
445	1740	2162
446	1744	2158
447	1748	2153
448	1751	2149
449	1755	2145
450	1759	2141
451	1762	2137
452	1767	2134
453	1770	2129
454	1774	2125
455	1778	2122
456	1782	2117
457	1786	2113
458	1790	2110
459	1794	2106
460	1797	2101
461	1801	2097
462	1805	2093
463	1809	2089
464	1812	2085
465	1816	2081
466	1820	2077
467	1824	2073
468	1827	2069
469	1831	2065
470	1835	2061
471	1839	2057
472	1842	2053
473	1846	2049
474	1850	2045
475	1854	2041
476	1858	2037
477	1861	2033
478	1865	2029
479	1869	2025
480	1873	2021
481	1876	2017
482	1881	2013
483	1886	2010
484	1890	2007
485	1893	2002
486	1898	1999
487	1903	1996
488	1907	1992
489	1910	1988
490	1915	1985
491	1918	1981
492	1922	1976
493	1925	1972
494	1929	1968
495	1933	1965
496	1937	1961
497	1941	1957
498	1945	1953
499	1949	1949
500	1953	1946
501	1957	1942
502	1961	1937
503	1965	1934
504	1968	1929
505	1972	1925
506	1976	1921
507	1980	1917
508	1983	1913
509	1987	1909
510	1991	1905
511	1995	1901
512	1999	1897
513	2002	1893
514	2006	1889
515	2010	1885
516	2013	1881
517	2017	1877
518	2021	1873
519	2024	1869
520	2028	1865
521	2032	1861
522	2036	1857
523	2040	1853
524	2044	1850
525	2048	1845
526	2051	1841
527	2055	1837
528	2059	1834
529	2063	1829
530	2067	1825
531	2070	1821
532	2074	1817
533	2078	1814
534	2083	1810
535	2087	1806
536	2090	1802
537	2094	1798
538	2098	1794
539	2102	1790
540	2105	1786
541	2110	1783
542	2113	1778
543	2117	1774
544	2120	1770
545	2124	1766
546	2128	1762
547	2132	1758
548	2136	1754
549	2140	1751
550	2144	1747
551	2148	1743
552	2151	1739
553	2155	1735
554	2160	1731
555	2164	1728
556	2168	1724
557	2173	1721
558	2176	1717
559	2180	1713
560	2184	1709
561	2188	1705
562	2192	1701
563	2196	1697
564	2199	1693
565	2203	1689
566	2207	1685
567	2210	1681
568	2214	1677
569	2218	1673
570	2222	1669
571	2226	1666
572	2230	1662
573	2234	1658
574	2238	1654
575	2242	1650
576	2246	1646
577	2249	1642
578	2253	1638
579	2257	1634
580	2261	1630
581	2264	1626
582	2268	1622
583	2272	1618
584	2277	1615
585	2280	1611
586	2284	1607
587	2288	1603
588	2292	1599
589	2295	1595
590	2299	1591
591	2303	1587
592	2308	1584
593	2311	1579
594	2315	1576
595	2319	1572
596	2322	1567
597	2326	1563
598	2330	1560
599	2334	1556
600	2338	1552
601	2341	1548
602	2346	1544
603	2349	1540
604	2353	1536
605	2357	1532
606	2361	1528
607	2365	1525
608	2369	1521
609	2373	1517
610	2376	1513
611	2381	1509
612	2384	1505
613	2388	1501
614	2392	1497
615	2396	1493
616	2400	1489
617	2403	1485
618	2407	1481
619	2410	1477
620	2414	1473
621	2418	1469
622	2422	1465
623	2426	1462
624	2430	1458
625	2434	1454
626	2438	1450
627	2442	1446
628	2446	1442
629	2449	1438
630	2453	1434
631	2457	1430
632	2461	1427
633	2465	1423
634	2468	1419
635	2472	1415
636	2476	1411
637	2480	1407
638	2484	1403
639	2488	1399
640	2492	1395
641	2495	1391
642	2499	1387
643	2503	1383
644	2507	1380
645	2511	1376
646	2514	1372
647	2518	1368
648	2522	1364
649	2526	1360
650	2530	1356
651	2533	1352
652	2537	1348
653	2541	1344
654	2545	1340
655	2549	1336
656	2552	1332
657	2557	1329
658	2560	1325
659	2564	1321
660	2568	1317
661	2573	1313
662	2578	1310
663	2582	1306
664	2586	1302
665	2590	1298
666	2593	1294
667	2597	1290
668	2601	1287
669	2605	1283
670	2609	1279
671	2612	1275
672	2616	1271
673	2620	1267
674	2623	1263
675	2627	1259
676	2631	1255
677	2635	1251
678	2638	1247
679	2642	1243
680	2646	1239
681	2650	1235
682	2653	1231
683	2657	1227
684	2661	1224
685	2665	1220
686	2669	1216
687	2673	1212
688	2677	1208
689	2680	1204
690	2684	1200
691	2688	1196
692	2692	1192
693	2695	1188
694	2699	1184
695	2703	1180
696	2707	1176
697	2711	1173
698	2715	1169
699	2719	1165
700	2723	1161
701	2726	1157
702	2730	1153
703	2734	1149
704	2738	1145
705	2742	1141
706	2745	1137
707	2750	1134
708	2754	1130
709	2758	1126
710	2762	1122
711	2766	1119
712	2771	1115
713	2774	1111
714	2779	1107
715	2783	1104
716	2787	1100
717	2791	1096
718	2795	1092
719	2799	1088
720	2803	1084
721	2807	1080
722	2811	1077
723	2815	1073
724	2819	1069
725	2822	1065
726	2827	1061
727	2830	1057
728	2834	1053
729	2838	1049
730	2842	1045
731	2846	1042
732	2850	1038
733	2853	1034
734	2858	1030
735	2862	1026
736	2865	1022
737	2869	1018
738	2872	1014
739	2876	1010
740	2880	1006
741	2884	1002
742	2887	998
743	2891	994
744	2895	990
745	2898	986
746	2902	983
747	2906	979
748	2909	975
749	2913	971
750	2917	967
751	2921	963
752	2925	959
753	2928	955
754	2932	951
755	2936	947
756	2940	943
757	2944	939
758	2947	936
759	2951	932
760	2955	928
761	2959	924
762	2963	920
763	2967	916
764	2971	912
765	2975	908
766	2979	905
767	2983	901
768	2987	897
769	2990	893
770	2994	889
771	2998	885
772	3002	881
773	3006	877
774	3010	873
775	3013	869
776	3017	866
777	3021	862
778	3025	858
779	3029	854
780	3032	850
781	3037	846
782	3040	842
783	3045	839
784	3049	835
785	3054	831
786	3058	827
787	3064	824
788	3069	820
789	3073	816
790	3078	813
791	3082	809
792	3086	805
793	3089	801
794	3094	797
795	3098	794
796	3102	790
797	3106	786
798	3111	782
799	3116	779
800	3120	775
801	3125	771
802	3129	767
803	3133	763
804	3137	760
805	3142	756
806	3146	752
807	3150	748
808	3154	744
809	3158	740
810	3163	737
811	3167	733
812	3171	729
813	3176	725
814	3180	722
815	3185	718
816	3189	714
817	3193	710
818	3198	706
819	3202	702
820	3206	699
821	3210	695
822	3215	691
823	3220	687
824	3226	684
825	3232	680
826	3236	677
827	3241	673
828	3248	669
829	3252	666
830	3257	662
831	3262	658
832	3266	654
833	3271	651
834	3276	647
835	3280	643
836	3285	639
837	3290	636
838	3294	632
839	3298	628
840	3303	624
841	3307	620
842	3311	616
843	3316	612
844	3321	609
845	3325	605
846	3329	601
847	3333	597
848	3338	593
849	3342	589
850	3347	586
851	3351	582
852	3355	578
853	3359	574
854	3363	570
855	3368	566
856	3372	562
857	3376	558
858	3380	554
859	3385	551
860	3388	547
861	3392	543
862	3396	539
863	3400	535
864	3404	531
865	3409	527
866	3412	523
867	3417	519
868	3421	515
869	3425	511
870	3429	507
871	3434	504
872	3438	500
873	3442	496
874	3446	492
875	3450	488
876	3455	484
877	3459	480
878	3463	476
879	3468	472
880	3472	469
881	3476	465
882	3480	461
883	3484	457
884	3488	453
885	3492	449
886	3497	445
887	3501	441
888	3506	437
889	3512	434
890	3516	430
891	3521	426
892	3526	422
893	3530	418
894	3535	414
895	3539	410
896	3543	406
897	3547	402
898	3552	399
899	3556	395
900	3562	391
901	3566	387
902	3571	383
903	3576	379
904	3581	375
905	3585	372
906	3590	368
907	3594	364
908	3599	360
909	3603	356
910	3608	352
911	3611	348
912	3616	344
913	3619	340
914	3624	336
915	3628	332
916	3632	328
917	3636	324
918	3640	320
919	3645	317
920	3650	313
921	3655	309
922	3660	305
923	3664	301
924	3668	297
925	3672	293
926	3677	289
927	3681	285
928	3686	281
929	3690	277
930	3695	273
931	3699	269
932	3703	265
933	3707	262
934	3712	258
935	3716	254
936	3721	250
937	3725	246
938	3729	242
939	3734	238
940	3738	234
941	3742	230
942	3747	226
943	3752	222
944	3756	218
945	3761	214
946	3765	210
947	3769	206
948	3773	202
949	3777	198
950	3782	194
951	3786	190
952	3790	186
953	3794	182
954	3798	178
955	3802	175
956	3805	171
957	3810	167
958	3814	163
959	3817	159
960	3821	155
961	3825	151
962	3829	147
963	3833	143
964	3837	139
965	3841	135
966	3845	131
967	3848	127
968	3852	123
969	3856	119
970	3860	115
971	3863	111
972	3867	107
973	3871	103
974	3875	99
975	3879	95
976	3883	91
977	3887	87
978	3892	83
979	3896	79
980	3900	75
981	3904	71
982	3909	67
983	3914	63
984	3918	59
985	3922	55
986	3926	51
987	3930	47
988	3934	43
989	3938	39
990	3942	35
991	3946	31
992	3950	27
993	3954	23
994	3958	19
995	3962	15
996	3966	11
997	3970	7
998	3974	3
999	3978	0
