iter	RMSE
159	34.77935817
160	34.76756785
161	34.74312717
162	34.73249101
163	34.65198098
164	34.64095806
165	34.63011259
166	34.61961327
167	34.59322688
168	34.57524758
169	34.56486148
170	34.53973612
171	34.52958278
172	34.46687372
173	34.45756655
174	34.44796904
175	34.43864073
176	34.42222519
177	34.41346501
178	34.34377441
179	34.31884039
180	34.30947672
181	34.30057238
182	34.28616526
183	34.23404051
184	34.21607717
185	34.19255674
186	34.16923671
187	34.14994888
188	34.14094399
189	34.11685578
190	34.10673941
191	34.09817268
192	34.08994328
193	34.08216926
194	34.07527247
195	34.03144864
196	33.99174756
197	33.98413241
198	33.96302064
199	33.94015847
200	33.91434655
201	33.89178981
202	33.87201372
203	33.82389401
204	33.81682083
205	33.74154101
206	33.6803589
207	33.6207291
208	33.60452298
209	33.58651434
210	33.57346164
211	33.53301708
212	33.52647086
213	33.51914042
214	33.50283377
215	33.47671052
216	33.45548984
217	33.44857667
218	33.43421474
219	33.4280658
220	33.4158125
221	33.3934194
222	33.37197537
223	33.30729339
224	33.27167354
225	33.26247579
226	33.2564607
227	33.24152386
228	33.22423422
229	33.20399032
230	33.18268533
231	33.1704867
232	33.16353177
233	33.14675747
234	33.14114143
235	33.1147452
236	33.10034128
237	33.09156287
238	33.0567111
239	33.02935018
240	33.02332166
241	33.01543192
242	33.00197837
243	32.98084699
244	32.96532522
245	32.94129554
246	32.92300228
247	32.90286436
248	32.8924199
249	32.87781513
250	32.86602382
251	32.860903
252	32.84907746
253	32.82928898
254	32.78225044
255	32.76432192
256	32.75964134
257	32.75298464
258	32.74440394
259	32.69146118
260	32.67598105
261	32.63554282
262	32.63037858
263	32.56285945
264	32.55751103
265	32.50588024
266	32.48429025
267	32.46605315
268	32.4553148
269	32.44030187
270	32.42866014
271	32.40408257
272	32.34160149
273	32.31881188
274	32.2780548
275	32.27379619
276	32.26983531
277	32.26558157
278	32.26114045
279	32.23086709
280	32.21965862
281	32.20001622
282	32.18811713
283	32.18274804
284	32.15956982
285	32.15146953
286	32.14763459
287	32.12368574
288	32.09648432
289	32.09244075
290	32.072148
291	32.0632913
292	32.03550301
293	32.0058928
294	32.0018839
295	31.98050382
296	31.97188191
297	31.95164634
298	31.9371903
299	31.9340125
300	31.93093912
301	31.9028925
302	31.88695212
303	31.86371613
304	31.85385254
305	31.83181357
306	31.81557791
307	31.81251168
308	31.78519903
309	31.77089575
310	31.75928895
311	31.74795607
312	31.73347873
313	31.71147007
314	31.69839351
315	31.68507775
316	31.63747122
317	31.61774453
318	31.6077735
319	31.60492054
320	31.59260212
321	31.57846143
322	31.56933912
323	31.54677894
324	31.52533193
325	31.51297372
326	31.49970763
327	31.4886375
328	31.46146811
329	31.45831447
330	31.40323542
331	31.39006319
332	31.37964003
333	31.36828874
334	31.35347954
335	31.34904197
336	31.33166533
337	31.32120858
338	31.31246742
339	31.28560177
340	31.27120497
341	31.24480108
342	31.23350407
343	31.2248635
344	31.2151463
345	31.19516388
346	31.18914368
347	31.18042265
348	31.17832929
349	31.15776337
350	31.1420626
351	31.10816727
352	31.09706138
353	31.09073635
354	31.07999402
355	31.07058748
356	31.04958333
357	31.02647449
358	31.0247356
359	31.00291351
360	30.99380026
361	30.9678049
362	30.94209003
363	30.93337881
364	30.93160255
365	30.92178925
366	30.91407566
367	30.9100443
368	30.89906395
369	30.8970126
370	30.888652
371	30.8798279
372	30.80385926
373	30.80235819
374	30.78504744
375	30.76615452
376	30.76454734
377	30.74974119
378	30.73535781
379	30.72071023
380	30.69578654
381	30.68189617
382	30.68047202
383	30.67906132
384	30.66136607
385	30.63994395
386	30.63665681
387	30.61181136
388	30.56631862
389	30.55889743
390	30.51688339
391	30.51540837
392	30.50528067
393	30.50218891
394	30.49501644
395	30.49178617
396	30.4681018
397	30.45224826
398	30.44678514
399	30.42709396
400	30.41618589
401	30.39137727
402	30.3686355
403	30.35528545
404	30.3467944
405	30.34546187
406	30.32445114
407	30.31327232
408	30.30459515
409	30.27341376
410	30.22525129
411	30.1965233
412	30.17305801
413	30.16257014
414	30.15531487
415	30.14875865
416	30.13115325
417	30.12465313
418	30.08402071
419	30.07375141
420	30.06640324
421	30.04359438
422	29.992871
423	29.9863087
424	29.98017691
425	29.95827419
426	29.93922464
427	29.91617468
428	29.87144241
429	29.85348665
430	29.85234435
431	29.84180452
432	29.82969501
433	29.82458378
434	29.80453543
435	29.78288566
436	29.77671078
437	29.75592144
438	29.73351658
439	29.7123736
440	29.69154633
441	29.6885609
442	29.67937134
443	29.65729663
444	29.63680516
445	29.59812864
446	29.55516106
447	29.54903515
448	29.52878358
449	29.52297444
450	29.51151207
451	29.49304258
452	29.48470605
453	29.48372951
454	29.46313065
455	29.4466408
456	29.40465729
457	29.3851996
458	29.36052269
459	29.34109002
460	29.32244538
461	29.30323232
462	29.30231077
463	29.28376583
464	29.24251223
465	29.23579848
466	29.23276433
467	29.21062241
468	29.20609731
469	29.18750018
470	29.17986511
471	29.17435495
472	29.15603576
473	29.13201655
474	29.12978643
475	29.12305802
476	29.09757804
477	29.08837641
478	29.07763335
479	29.04311283
480	29.03375728
481	29.02401462
482	29.01800973
483	28.99987117
484	28.98216261
485	28.9606697
486	28.94322207
487	28.92599577
488	28.90904706
489	28.89483671
490	28.87800116
491	28.85685951
492	28.84958466
493	28.82777014
494	28.81129418
495	28.79814197
496	28.78191241
497	28.75022944
498	28.73444459
499	28.72762953
500	28.70626103
501	28.68521474
502	28.6794648
503	28.65799949
504	28.65585434
505	28.63463291
506	28.61885017
507	28.61285248
508	28.59172315
509	28.56065083
510	28.54490547
511	28.53183737
512	28.5166597
513	28.50154284
514	28.48904802
515	28.48022182
516	28.46777322
517	28.45287201
518	28.44646
519	28.44571715
520	28.42399784
521	28.40945275
522	28.39497342
523	28.38068495
524	28.3599829
525	28.35087353
526	28.34232024
527	28.33579914
528	28.30530794
529	28.29121353
530	28.27949532
531	28.25921371
532	28.25038738
533	28.23012301
534	28.21621606
535	28.20442035
536	28.19072039
537	28.17725659
538	28.15571398
539	28.14444613
540	28.12195021
541	28.10192315
542	28.09598868
543	28.07473741
544	28.06641642
545	28.0465288
546	28.03321166
547	28.02006981
548	28.01189403
549	27.99660701
550	27.98368005
551	27.97311956
552	27.9526048
553	27.93217867
554	27.92350823
555	27.91138819
556	27.89862554
557	27.88603105
558	27.86610974
559	27.85004825
560	27.83828413
561	27.83078465
562	27.80424146
563	27.79181526
564	27.77131255
565	27.76350309
566	27.75127588
567	27.73923249
568	27.70131802
569	27.69222486
570	27.68491247
571	27.67302754
572	27.6522188
573	27.63031723
574	27.61118745
575	27.59190483
576	27.58166416
577	27.5560926
578	27.54435135
579	27.53278656
580	27.5215162
581	27.49917669
582	27.48297467
583	27.47157139
584	27.46034006
585	27.44017372
586	27.41613008
587	27.39670881
588	27.37755946
589	27.35797943
590	27.34688059
591	27.33118569
592	27.30634573
593	27.298796
594	27.28911284
595	27.28012266
596	27.25750714
597	27.24654145
598	27.22790534
599	27.22214944
600	27.2038303
601	27.19301293
602	27.18235839
603	27.17178436
604	27.16187493
605	27.13916878
606	27.13181
607	27.12478345
608	27.09465031
609	27.07487209
610	27.05413042
611	26.98812048
612	26.97843996
613	26.96794212
614	26.94890903
615	26.85087936
616	26.82758113
617	26.8086564
618	26.78442079
619	26.76587044
620	26.73801934
621	26.71456279
622	26.70469319
623	26.61014413
624	26.5181533
625	26.49514191
626	26.47710376
627	26.45112711
628	26.37433296
629	26.36583218
630	26.35689659
631	26.33959373
632	26.31883322
633	26.30019376
634	26.29084918
635	26.26892772
636	26.25984681
637	26.24461749
638	26.2396124
639	26.23090638
640	26.21414248
641	26.19178464
642	26.18749091
643	26.17901983
644	26.1570537
645	26.14832203
646	26.14261249
647	26.05641172
648	26.03476293
649	26.01006847
650	26.00312934
651	25.98184172
652	25.96093373
653	25.87679542
654	25.86886934
655	25.86125948
656	25.84064664
657	25.82230113
658	25.80203866
659	25.78019509
660	25.75881064
661	25.75337316
662	25.73622956
663	25.72821972
664	25.70708152
665	25.62531063
666	25.61817358
667	25.61053345
668	25.59075921
669	25.57296412
670	25.55487567
671	25.53825251
672	25.53078108
673	25.51277613
674	25.50664413
675	25.49034711
676	25.48554134
677	25.47246846
678	25.45370637
679	25.43608645
680	25.42870212
681	25.41157414
682	25.3915415
683	25.38199064
684	25.37258708
685	25.35972292
686	25.34230372
687	25.33756695
688	25.33101354
689	25.31238089
690	25.30582435
691	25.29889595
692	25.29160204
693	25.28533336
694	25.26485623
695	25.25730186
696	25.23982835
697	25.23256318
698	25.22161049
699	25.21705195
700	25.2099646
701	25.20291706
702	25.19871301
703	25.18047282
704	25.17365328
705	25.15545665
706	25.1386771
707	25.13570717
708	25.12898936
709	25.11079665
710	25.10400289
711	25.07922734
712	25.06160293
713	25.04547566
714	25.0356933
715	25.02134192
716	25.01316225
717	25.00754143
718	24.99004354
719	24.98548787
720	24.96884859
721	24.96216408
722	24.95579116
723	24.93884724
724	24.93225798
725	24.92273428
726	24.90606411
727	24.8995679
728	24.89514898
729	24.88680638
730	24.87784556
731	24.87501673
732	24.86297292
733	24.8565672
734	24.84694475
735	24.83442842
736	24.82881907
737	24.82335761
738	24.80711051
739	24.78769731
740	24.78130886
741	24.764594
742	24.75523099
743	24.75197765
744	24.74778194
745	24.74159031
746	24.73084879
747	24.72269772
748	24.70640994
749	24.68946484
750	24.67281775
751	24.65674146
752	24.65051377
753	24.63434894
754	24.62516584
755	24.62000496
756	24.61144395
757	24.60535151
758	24.58936294
759	24.55944135
760	24.54414422
761	24.53511477
762	24.45829253
763	24.44317082
764	24.42972103
765	24.40062859
766	24.37896383
767	24.36712872
768	24.3513186
769	24.34454384
770	24.33557097
771	24.32979163
772	24.31477374
773	24.3060178
774	24.2827894
775	24.27596907
776	24.27242174
777	24.25730162
778	24.24196752
779	24.23441132
780	24.22619652
781	24.22054854
782	24.21208601
783	24.20652333
784	24.18404355
785	24.17127308
786	24.16295003
787	24.15735288
788	24.15184118
789	24.14366523
790	24.07101693
791	24.06576536
792	24.04991324
793	24.04185789
794	24.0262297
795	23.99961828
796	23.98507465
797	23.97495043
798	23.95551599
799	23.95026284
800	23.93972792
801	23.93141932
802	23.91583357
803	23.91082565
804	23.88925333
805	23.88444133
806	23.87658749
807	23.86020357
808	23.85515317
809	23.8400997
810	23.83377454
811	23.82604833
812	23.81845902
813	23.81326082
814	23.80627764
815	23.7954623
816	23.78074228
817	23.77561931
818	23.77030172
819	23.75550701
820	23.74126488
821	23.72725903
822	23.71348475
823	23.70169404
824	23.67886951
825	23.66357598
826	23.65617379
827	23.64158635
828	23.62898903
829	23.62379557
830	23.6165791
831	23.61002214
832	23.60503484
833	23.60012418
834	23.59454588
835	23.57896034
836	23.56553414
837	23.56022487
838	23.55289596
839	23.54250079
840	23.53279404
841	23.51847693
842	23.51329197
843	23.50631715
844	23.48480218
845	23.47072367
846	23.46593623
847	23.45205887
848	23.4451921
849	23.44047338
850	23.42998489
851	23.42231669
852	23.41763345
853	23.41228215
854	23.39899508
855	23.38914973
856	23.38245347
857	23.37831263
858	23.37453721
859	23.36935621
860	23.3562694
861	23.34254165
862	23.33772135
863	23.33169733
864	23.31824061
865	23.30662659
866	23.29327872
867	23.28855344
868	23.26820073
869	23.26316105
870	23.25848747
871	23.24555958
872	23.23015237
873	23.22113874
874	23.21647759
875	23.19694264
876	23.18559879
877	23.17247379
878	23.16888786
879	23.15959255
880	23.14653729
881	23.13550622
882	23.12919872
883	23.11641631
884	23.11021465
885	23.10407676
886	23.0989096
887	23.08666031
888	23.08212656
889	23.07759056
890	23.06833445
891	23.06390411
892	23.04146764
893	23.02283223
894	22.99710456
895	22.99273334
896	22.9802629
897	22.95816732
898	22.94916275
899	22.93300547
900	22.92857609
901	22.92439598
902	22.91864363
903	22.90556504
904	22.89327239
905	22.88899672
906	22.88394123
907	22.87804996
908	22.85985663
909	22.83490896
910	22.81032281
911	22.80200887
912	22.79613633
913	22.79191744
914	22.78648178
915	22.77783325
916	22.77227299
917	22.76114926
918	22.75527829
919	22.75113973
920	22.74714432
921	22.72300058
922	22.71906933
923	22.70313098
924	22.69897841
925	22.68737094
926	22.67848531
927	22.6744047
928	22.66976562
929	22.65126425
930	22.64331346
931	22.63424164
932	22.62374494
933	22.61990012
934	22.61436573
935	22.61058485
936	22.60686815
937	22.59307578
938	22.58748768
939	22.5745044
940	22.56332975
941	22.5540466
942	22.55038627
943	22.54642969
944	22.53354704
945	22.53012461
946	22.52252018
947	22.51075444
948	22.49383636
949	22.48991309
950	22.46921222
951	22.46564287
952	22.45824412
953	22.4363999
954	22.43183154
955	22.42620689
956	22.41854274
957	22.39855015
958	22.39473442
959	22.39096501
960	22.38645835
961	22.37838784
962	22.37125835
963	22.36564834
964	22.34219622
965	22.33191068
966	22.31813077
967	22.3136083
968	22.30845499
969	22.30103982
970	22.29658533
971	22.29187915
972	22.28766176
973	22.27755237
974	22.25610807
975	22.24103574
976	22.23751051
977	22.23274243
978	22.20997172
979	22.20012695
980	22.18871349
981	22.18634048
982	22.17515334
983	22.16665877
984	22.16297059
985	22.15908217
986	22.13767332
987	22.12964108
988	22.12737114
989	22.11831748
990	22.10481476
991	22.10118511
992	22.09778857
993	22.09345188
994	22.08508985
995	22.08008152
996	22.0667708
997	22.05682339
998	22.04720636
999	22.03572849
